id,origin_iata,destination_iata,departure_time_local,arrival_time_local,main_airline,all_airlines,duration_iso8601,duration_minutes,num_stops,emissions_raw,emissions_co2e_kg,price,extracted_at
GR8b3V5r,FOR,CNF,12:10,19:55,GOL,GOL,PT7H45M,465,1,0,0,3.088,"01/02/2026, 01:15:19"
VmGx9c4F,FOR,CNF,18:15,21:00,AZUL,AZUL,PT2H45M,165,0,0,0,3.101,"01/02/2026, 01:15:19"
VjSVHriN,FOR,CNF,14:15,20:40,LATAM,LATAM | AZUL,PT6H25M,385,1,0,0,3.113,"01/02/2026, 01:15:19"
5V6Y2FTj,FOR,CNF,12:40,20:35,GOL,GOL | AZUL,PT7H55M,475,1,0,0,3.114,"01/02/2026, 01:15:19"
3hm3kMdn,FOR,CNF,06:00,14:50,AZUL,AZUL,PT8H50M,530,1,0,0,3.175,"01/02/2026, 01:15:19"
Xsyw4NzA,FOR,CNF,06:00,21:15,AZUL,AZUL,PT15H15M,915,3,0,0,3.177,"01/02/2026, 01:15:19"
ZJsUHPcL,FOR,CNF,09:40,05:15+1,AZUL,AZUL,PT19H35M,1175,1,0,0,3.195,"01/02/2026, 01:15:19"
nLJSmjoF,FOR,CNF,12:50,07:30+1,AZUL,AZUL,PT18H40M,1120,1,0,0,3.195,"01/02/2026, 01:15:19"
QuYmz6fo,FOR,CNF,12:50,09:05+1,AZUL,AZUL,PT20H15M,1215,1,0,0,3.195,"01/02/2026, 01:15:19"
KD4MGTua,FOR,CNF,12:50,10:50+1,AZUL,AZUL,PT22H0M,1320,1,0,0,3.195,"01/02/2026, 01:15:19"
HsmtWZqd,FOR,CNF,12:50,13:20+1,AZUL,AZUL,PT24H30M,1470,1,0,0,3.195,"01/02/2026, 01:15:19"
dbHDwn2G,FOR,CNF,12:50,15:40+1,AZUL,AZUL,PT26H50M,1610,1,0,0,3.195,"01/02/2026, 01:15:19"
XS79JfjM,FOR,CNF,20:30,19:35+1,AZUL,AZUL,PT23H5M,1385,2,0,0,3.196,"01/02/2026, 01:15:19"
DmuFrFZB,FOR,CNF,20:30,19:55+1,AZUL,AZUL,PT23H25M,1405,1,0,0,3.196,"01/02/2026, 01:15:19"
a5YJW8jj,FOR,CNF,10:10,18:30,AZUL,AZUL,PT8H20M,500,1,0,0,3.211,"01/02/2026, 01:15:19"
ZX5Zi6cW,FOR,CNF,06:00,19:45,LATAM,LATAM,PT13H45M,825,2,0,0,3.330,"01/02/2026, 01:15:19"
KSLWC8Pw,FOR,CNF,16:45,23:35,LATAM,LATAM,PT6H50M,410,1,0,0,3.397,"01/02/2026, 01:15:19"
PQTsrrSg,FOR,CNF,15:45,22:00,AZUL,AZUL,PT6H15M,375,1,0,0,3.491,"01/02/2026, 01:15:19"
PKYvEm7M,FOR,CNF,06:00,15:00,AZUL,AZUL,PT9H0M,540,2,0,0,3.572,"01/02/2026, 01:15:19"
ToBviS4q,FOR,CNF,06:00,16:10,AZUL,AZUL,PT10H10M,610,2,0,0,3.572,"01/02/2026, 01:15:19"
VDe6Ym7h,FOR,CNF,06:00,17:05,AZUL,AZUL,PT11H5M,665,2,0,0,3.572,"01/02/2026, 01:15:19"
WCwKxd8R,FOR,CNF,06:00,18:35,AZUL,AZUL,PT12H35M,755,2,0,0,3.572,"01/02/2026, 01:15:19"
X5fJn9ku,FOR,CNF,06:00,19:50,AZUL,AZUL,PT13H50M,830,2,0,0,3.608,"01/02/2026, 01:15:19"
es5YGE5j,FOR,CNF,15:45,20:50,AZUL,AZUL,PT5H5M,305,1,0,0,3.623,"01/02/2026, 01:15:19"
jamwp9XR,FOR,CNF,06:00,17:35,AZUL,AZUL | GOL,PT11H35M,695,2,0,0,4.035,"01/02/2026, 01:15:19"
3PB39ssP,FOR,CNF,22:25,11:10+1,GOL,GOL | AZUL,PT12H45M,765,1,0,0,4.120,"01/02/2026, 01:15:19"
FRLFyUeh,FOR,CNF,04:05,11:45,AZUL,AZUL,PT7H40M,460,1,0,0,4.138,"01/02/2026, 01:15:19"
GdQ5Jnj5,FOR,CNF,04:05,12:50,AZUL,AZUL,PT8H45M,525,1,0,0,4.138,"01/02/2026, 01:15:19"
a2prxGwM,FOR,CNF,04:05,15:00,AZUL,AZUL,PT10H55M,655,1,0,0,4.138,"01/02/2026, 01:15:20"
FLHQ6VMC,FOR,CNF,04:05,16:10,AZUL,AZUL,PT12H5M,725,1,0,0,4.138,"01/02/2026, 01:15:20"
LhMPrVH9,FOR,CNF,04:05,17:05,AZUL,AZUL,PT13H0M,780,1,0,0,4.138,"01/02/2026, 01:15:20"
NAULt8rH,FOR,CNF,14:15,21:50,LATAM,LATAM,PT7H35M,455,1,0,0,4.216,"01/02/2026, 01:15:20"
KXpZR7Qy,FOR,CNF,11:05,18:30,AZUL,AZUL,PT7H25M,445,1,0,0,4.226,"01/02/2026, 01:15:20"
5vnVokGa,FOR,CNF,02:25,08:35,LATAM,LATAM | GOL,PT6H10M,370,1,0,0,4.620,"01/02/2026, 01:15:20"
b5Z3463Z,FOR,CNF,14:10,20:35,LATAM,LATAM | AZUL,PT6H25M,385,1,0,0,2.241,"07/02/2026, 14:38:43"
fqN9TmHa,FOR,CNF,18:15,21:00,AZUL,AZUL,PT2H45M,165,0,0,0,2.330,"07/02/2026, 14:38:43"
8ng7wXJt,FOR,CNF,01:45,06:55,GOL,GOL,PT5H10M,310,1,0,0,2.373,"07/02/2026, 14:38:43"
kKSGzCVE,FOR,CNF,16:45,07:10+1,LATAM,LATAM | AZUL,PT14H25M,865,1,0,0,2.241,"07/02/2026, 14:38:43"
7furr2pY,FOR,CNF,20:05,07:10+1,LATAM,LATAM | AZUL,PT11H5M,665,1,0,0,2.241,"07/02/2026, 14:38:43"
CFy3fdBh,FOR,CNF,20:05,11:10+1,LATAM,LATAM | AZUL,PT15H5M,905,1,0,0,2.241,"07/02/2026, 14:38:43"
3E9ZjX6s,FOR,CNF,14:10,07:10+1,LATAM,LATAM | AZUL,PT17H0M,1020,1,0,0,2.251,"07/02/2026, 14:38:43"
JpjmpULy,FOR,CNF,14:10,11:10+1,LATAM,LATAM | AZUL,PT21H0M,1260,1,0,0,2.251,"07/02/2026, 14:38:43"
h8igaru4,FOR,CNF,16:45,11:10+1,LATAM,LATAM | AZUL,PT18H25M,1105,1,0,0,2.251,"07/02/2026, 14:38:44"
ZozgHGFm,FOR,CNF,20:05,15:05+1,LATAM,LATAM | AZUL,PT19H0M,1140,1,0,0,2.251,"07/02/2026, 14:38:44"
nnPfFvei,FOR,CNF,20:05,07:20+1,LATAM,LATAM | AZUL,PT11H15M,675,1,0,0,2.279,"07/02/2026, 14:38:44"
ieHFrXiv,FOR,CNF,02:10,10:30,GOL,GOL,PT8H20M,500,1,0,0,2.373,"07/02/2026, 14:38:44"
jPMV2K7N,FOR,CNF,04:35,10:00,GOL,GOL,PT5H25M,325,1,0,0,2.373,"07/02/2026, 14:38:44"
arKKm7bd,FOR,CNF,04:35,10:25,GOL,GOL,PT5H50M,350,1,0,0,2.373,"07/02/2026, 14:38:44"
hGjE3R5h,FOR,CNF,11:05,17:20,GOL,GOL,PT6H15M,375,1,0,0,2.373,"07/02/2026, 14:38:44"
gM7ydYVv,FOR,CNF,14:05,22:35,GOL,GOL,PT8H30M,510,1,0,0,2.373,"07/02/2026, 14:38:44"
7iGd3xmU,FOR,CNF,16:45,22:20,GOL,GOL,PT5H35M,335,1,0,0,2.373,"07/02/2026, 14:38:44"
ZHswSb9Z,FOR,CNF,18:20,05:35+1,GOL,GOL,PT11H15M,675,1,0,0,2.373,"07/02/2026, 14:38:44"
fhCCfKAd,FOR,CNF,22:25,10:30+1,GOL,GOL,PT12H5M,725,1,0,0,2.373,"07/02/2026, 14:38:44"
GqGUPSw2,FOR,CNF,17:20,22:20,GOL,GOL,PT5H0M,300,1,0,0,2.526,"07/02/2026, 14:38:44"
L6Ziyh8B,FOR,CNF,01:45,08:35,GOL,GOL,PT6H50M,410,1,0,0,2.616,"07/02/2026, 14:38:44"
GMvNPNjJ,FOR,CNF,04:35,11:40,GOL,GOL,PT7H5M,425,1,0,0,2.616,"07/02/2026, 14:38:44"
MgmNpKfq,FOR,CNF,11:05,22:20,GOL,GOL,PT11H15M,675,1,0,0,2.616,"07/02/2026, 14:38:44"
g2vywieR,FOR,CNF,01:45,10:00,GOL,GOL,PT8H15M,495,2,0,0,2.695,"07/02/2026, 14:38:44"
NZXKqLxf,FOR,CNF,01:45,14:20,GOL,GOL,PT12H35M,755,2,0,0,2.695,"07/02/2026, 14:38:44"
36sjCqYZ,FOR,CNF,02:10,14:20,GOL,GOL,PT12H10M,730,2,0,0,2.695,"07/02/2026, 14:38:44"
cxGBH7oM,FOR,CNF,02:10,17:20,GOL,GOL,PT15H10M,910,2,0,0,2.695,"07/02/2026, 14:38:44"
YkMp9Rva,FOR,CNF,04:35,17:20,GOL,GOL,PT12H45M,765,2,0,0,2.695,"07/02/2026, 14:38:44"
Cynnho3Z,FOR,CNF,04:35,17:35,GOL,GOL,PT13H0M,780,2,0,0,2.695,"07/02/2026, 14:38:44"
BG4ndPD2,FOR,CNF,11:05,19:25,GOL,GOL,PT8H20M,500,2,0,0,2.695,"07/02/2026, 14:38:44"
7KEYcWYs,FOR,CNF,11:05,22:35,GOL,GOL,PT11H30M,690,2,0,0,2.695,"07/02/2026, 14:38:44"
SFN3NaDy,FOR,CNF,12:10,22:35,GOL,GOL,PT10H25M,625,2,0,0,2.695,"07/02/2026, 14:38:44"
8Yafz6t9,FOR,CNF,22:25,10:00+1,GOL,GOL,PT11H35M,695,2,0,0,2.695,"07/02/2026, 14:38:44"
7NnhfgnA,FOR,CNF,14:10,23:55,LATAM,LATAM | GOL,PT9H45M,585,1,0,0,2.705,"07/02/2026, 14:38:44"
nh5MCYVv,FOR,CNF,16:45,23:55,LATAM,LATAM | GOL,PT7H10M,430,1,0,0,2.705,"07/02/2026, 14:38:44"
AtVM9dSB,FOR,CNF,09:40,05:15+1,AZUL,AZUL,PT19H35M,1175,1,0,0,2.722,"07/02/2026, 14:38:44"
Zt9z6rfG,FOR,CNF,19:45,11:40+1,AZUL,AZUL,PT15H55M,955,1,0,0,2.723,"07/02/2026, 14:38:44"
9ndsqpzC,FOR,CNF,14:10,08:45+1,LATAM,LATAM,PT18H35M,1115,1,0,0,2.745,"07/02/2026, 14:38:44"
nREg5yjv,FOR,CNF,20:05,07:20+1,LATAM,LATAM,PT11H15M,675,1,0,0,2.745,"07/02/2026, 14:38:44"
PXR6Ud6A,FOR,CNF,20:05,08:45+1,LATAM,LATAM,PT12H40M,760,1,0,0,2.745,"07/02/2026, 14:38:44"
oKthyrES,FOR,CNF,20:05,12:25+1,LATAM,LATAM,PT16H20M,980,1,0,0,2.745,"07/02/2026, 14:38:44"
5dKMFNCD,FOR,CNF,03:15,10:50,AZUL,AZUL,PT7H35M,455,1,0,0,2.777,"07/02/2026, 14:38:44"
iUpFp7rz,FOR,CNF,10:10,14:50,AZUL,AZUL,PT4H40M,280,1,0,0,2.777,"07/02/2026, 14:38:44"
BvnHk2oQ,FOR,CNF,12:50,21:15,AZUL,AZUL,PT8H25M,505,1,0,0,2.777,"07/02/2026, 14:38:44"
YRmjaiwd,FOR,CNF,03:50,12:25,LATAM,LATAM,PT8H35M,515,1,0,0,2.798,"07/02/2026, 14:38:44"
FEC8j3Gw,FOR,CNF,03:50,15:25,LATAM,LATAM,PT11H35M,695,1,0,0,2.798,"07/02/2026, 14:38:44"
5CbV3XUS,FOR,CNF,04:40,09:50,LATAM,LATAM,PT5H10M,310,1,0,0,2.798,"07/02/2026, 14:38:44"
EuFjZmBu,FOR,CNF,06:00,14:55,LATAM,LATAM,PT8H55M,535,1,0,0,2.798,"07/02/2026, 14:38:44"
BVwScAi5,FOR,CNF,10:30,19:55,LATAM,LATAM,PT9H25M,565,1,0,0,2.798,"07/02/2026, 14:38:45"
RhMAL4jq,FOR,CNF,10:30,22:10,LATAM,LATAM,PT11H40M,700,1,0,0,2.798,"07/02/2026, 14:38:45"
5AhLpEwM,FOR,CNF,14:15,21:50,LATAM,LATAM,PT7H35M,455,1,0,0,2.798,"07/02/2026, 14:38:45"
gMtFCY3w,FOR,CNF,14:35,21:50,LATAM,LATAM,PT7H15M,435,2,0,0,2.798,"07/02/2026, 14:38:45"
7r4t2Wun,FOR,CNF,16:45,23:35,LATAM,LATAM,PT6H50M,410,1,0,0,2.798,"07/02/2026, 14:38:45"
ajxMmCFo,FOR,CNF,22:25,12:55+1,GOL,GOL,PT14H30M,870,2,0,0,2.854,"07/02/2026, 14:38:45"
fCNpkZoZ,FOR,CNF,17:00,21:50,LATAM,LATAM,PT4H50M,290,1,0,0,2.869,"07/02/2026, 14:38:45"
nb6zzSU2,FOR,CNF,14:10,23:35,LATAM,LATAM,PT9H25M,565,1,0,0,2.886,"07/02/2026, 14:38:45"
NoXi2Pso,FOR,CNF,03:50,11:45,LATAM,LATAM | AZUL,PT7H55M,475,1,0,0,2.889,"07/02/2026, 14:38:45"
bU7DBbiv,FOR,CNF,02:05,14:55,LATAM,LATAM,PT12H50M,770,1,0,0,2.893,"07/02/2026, 14:38:45"
cheYvui9,FOR,CNF,06:00,19:10,LATAM,LATAM,PT13H10M,790,1,0,0,2.893,"07/02/2026, 14:38:45"
WmsSEjJc,FOR,CNF,10:30,23:25,LATAM,LATAM,PT12H55M,775,1,0,0,2.893,"07/02/2026, 14:38:45"
SLKXz3FV,FOR,CNF,04:40,15:45,LATAM,LATAM,PT11H5M,665,1,0,0,2.893,"07/02/2026, 14:38:45"
2evCSs5F,FOR,CNF,10:30,19:10,LATAM,LATAM,PT8H40M,520,1,0,0,2.893,"07/02/2026, 14:38:45"
exeAStua,FOR,CNF,06:00,17:25,LATAM,LATAM,PT11H25M,685,1,0,0,2.901,"07/02/2026, 14:38:45"
STDyga5x,FOR,CNF,02:05,12:25,LATAM,LATAM,PT10H20M,620,1,0,0,2.922,"07/02/2026, 14:38:45"
XLsduD4b,FOR,CNF,06:00,15:25,LATAM,LATAM,PT9H25M,565,1,0,0,2.922,"07/02/2026, 14:38:45"
TJd9Mxzr,FOR,CNF,14:10,23:25,LATAM,LATAM,PT9H15M,555,1,0,0,2.922,"07/02/2026, 14:38:45"
abiwWAJm,FOR,CNF,03:50,17:25,LATAM,LATAM,PT13H35M,815,1,0,0,2.927,"07/02/2026, 14:38:45"
akZ9WRRA,FOR,CNF,03:50,14:55,LATAM,LATAM,PT11H5M,665,1,0,0,2.927,"07/02/2026, 14:38:45"
RS8JEMNp,FOR,CNF,11:05,18:30,AZUL,AZUL,PT7H25M,445,1,0,0,2.938,"07/02/2026, 14:38:45"
UkJEJo9J,FOR,CNF,20:30,05:15+1,AZUL,AZUL,PT8H45M,525,1,0,0,2.938,"07/02/2026, 14:38:45"
cPnhV2Rx,FOR,CNF,02:05,09:30,LATAM,LATAM,PT7H25M,445,1,0,0,2.955,"07/02/2026, 14:38:45"
5kf2Fcqq,FOR,CNF,04:40,14:55,LATAM,LATAM,PT10H15M,615,1,0,0,2.955,"07/02/2026, 14:38:45"
G3RFT4cc,FOR,CNF,02:05,15:25,LATAM,LATAM,PT13H20M,800,1,0,0,2.955,"07/02/2026, 14:38:45"
hAZzLjsj,FOR,CNF,06:00,19:55,LATAM,LATAM,PT13H55M,835,1,0,0,2.955,"07/02/2026, 14:38:45"
Vi4gNdnG,FOR,CNF,04:40,15:25,LATAM,LATAM,PT10H45M,645,1,0,0,2.955,"07/02/2026, 14:38:45"
ELGSyiH3,FOR,CNF,03:15,13:20,AZUL,AZUL,PT10H5M,605,1,0,0,2.955,"07/02/2026, 14:38:45"
iLV5AstB,FOR,CNF,03:15,15:40,AZUL,AZUL,PT12H25M,745,1,0,0,2.955,"07/02/2026, 14:38:45"
esLq7p7i,FOR,CNF,12:50,22:40,AZUL,AZUL,PT9H50M,590,1,0,0,2.955,"07/02/2026, 14:38:45"
YoUeN7Qg,FOR,CNF,10:10,18:30,AZUL,AZUL,PT8H20M,500,1,0,0,3.038,"07/02/2026, 14:38:45"
XvPmxYCM,FOR,CNF,14:15,20:40,LATAM,LATAM | AZUL,PT6H25M,385,1,0,0,3.046,"07/02/2026, 14:38:45"
EpKFVXEZ,FOR,CNF,06:00,14:50,AZUL,AZUL,PT8H50M,530,1,0,0,3.112,"07/02/2026, 14:38:45"
Tum4E9pg,FOR,CNF,09:40,20:50,AZUL,AZUL,PT11H10M,670,1,0,0,3.142,"07/02/2026, 14:38:45"
9rCcnkfg,FOR,CNF,12:10,19:55,GOL,GOL,PT7H45M,465,1,0,0,3.206,"07/02/2026, 14:38:45"
XU6apAKR,FOR,CNF,06:00,15:05,LATAM,LATAM | AZUL,PT9H5M,545,1,0,0,3.245,"07/02/2026, 14:38:45"
RZ3RjaXz,FOR,CNF,02:05,11:10,LATAM,LATAM | AZUL,PT9H5M,545,1,0,0,3.268,"07/02/2026, 14:38:45"
2uUx3CQr,FOR,CNF,03:15,21:15,AZUL,AZUL,PT18H0M,1080,1,0,0,3.284,"07/02/2026, 14:38:45"
CkhUG3tD,FOR,CNF,03:15,22:40,AZUL,AZUL,PT19H25M,1165,1,0,0,3.284,"07/02/2026, 14:38:45"
3khhn7fJ,FOR,CNF,11:05,11:40+1,AZUL,AZUL,PT24H35M,1475,1,0,0,3.284,"07/02/2026, 14:38:45"
AxMca2YP,FOR,CNF,12:50,07:30+1,AZUL,AZUL,PT18H40M,1120,1,0,0,3.284,"07/02/2026, 14:38:45"
7zTAtx2o,FOR,CNF,12:50,09:05+1,AZUL,AZUL,PT20H15M,1215,1,0,0,3.284,"07/02/2026, 14:38:46"
BjqqvZ2t,FOR,CNF,12:50,10:50+1,AZUL,AZUL,PT22H0M,1320,1,0,0,3.284,"07/02/2026, 14:38:46"
jEWFH9bt,FOR,CNF,12:50,13:20+1,AZUL,AZUL,PT24H30M,1470,1,0,0,3.284,"07/02/2026, 14:38:46"
kAhi8KBH,FOR,CNF,15:45,11:40+1,AZUL,AZUL,PT19H55M,1195,1,0,0,3.284,"07/02/2026, 14:38:46"
o3kuRQna,FOR,CNF,15:45,13:45+1,AZUL,AZUL,PT22H0M,1320,1,0,0,3.284,"07/02/2026, 14:38:46"
fsnE3CKb,FOR,CNF,19:45,13:45+1,AZUL,AZUL,PT18H0M,1080,1,0,0,3.284,"07/02/2026, 14:38:46"
7sb46QBr,FOR,CNF,19:45,20:35+1,AZUL,AZUL,PT24H50M,1490,1,0,0,3.284,"07/02/2026, 14:38:46"
UpjDRqeB,FOR,CNF,19:45,20:50+1,AZUL,AZUL,PT25H5M,1505,1,0,0,3.284,"07/02/2026, 14:38:46"
LDu9MjcU,FOR,CNF,06:00,13:55,AZUL,AZUL,PT7H55M,475,1,0,0,3.308,"07/02/2026, 14:38:46"
kA4rhbm4,FOR,CNF,03:15,07:30+1,AZUL,AZUL,PT28H15M,1695,1,0,0,3.315,"07/02/2026, 14:38:46"
YEVgDN8c,FOR,CNF,10:10,11:40+1,AZUL,AZUL,PT25H30M,1530,1,0,0,3.315,"07/02/2026, 14:38:46"
VT6HU88U,FOR,CNF,10:10,13:45+1,AZUL,AZUL,PT27H35M,1655,1,0,0,3.315,"07/02/2026, 14:38:46"
apFjwLtr,FOR,CNF,11:05,13:45+1,AZUL,AZUL,PT26H40M,1600,1,0,0,3.315,"07/02/2026, 14:38:46"
TmNmaDJa,FOR,CNF,12:50,15:40+1,AZUL,AZUL,PT26H50M,1610,1,0,0,3.315,"07/02/2026, 14:38:46"
CYKjLTAb,FOR,CNF,03:50,12:50,LATAM,LATAM | AZUL,PT9H0M,540,1,0,0,3.325,"07/02/2026, 14:38:46"
CoFc2k7j,FOR,CNF,04:40,11:10,LATAM,LATAM | AZUL,PT6H30M,390,1,0,0,3.338,"07/02/2026, 14:38:46"
2kKN3dXB,FOR,CNF,04:35,11:45,GOL,GOL | AZUL,PT7H10M,430,1,0,0,3.342,"07/02/2026, 14:38:46"
Qjs8XhXU,FOR,CNF,04:35,12:50,GOL,GOL | AZUL,PT8H15M,495,1,0,0,3.354,"07/02/2026, 14:38:46"
cP9stGH5,FOR,CNF,06:00,18:30,AZUL,AZUL,PT12H30M,750,1,0,0,3.425,"07/02/2026, 14:38:46"
SkfQWdt6,FOR,CNF,06:00,05:20+1,AZUL,AZUL,PT23H20M,1400,1,0,0,3.425,"07/02/2026, 14:38:46"
RbEC3Tqv,FOR,CNF,10:10,05:20+1,AZUL,AZUL,PT19H10M,1150,1,0,0,3.425,"07/02/2026, 14:38:46"
ZihbBfW7,FOR,CNF,11:05,05:20+1,AZUL,AZUL,PT18H15M,1095,1,0,0,3.425,"07/02/2026, 14:38:46"
PDQC7MDG,FOR,CNF,15:45,05:20+1,AZUL,AZUL,PT13H35M,815,1,0,0,3.425,"07/02/2026, 14:38:46"
QoWnF59p,FOR,CNF,19:45,05:20+1,AZUL,AZUL,PT9H35M,575,1,0,0,3.425,"07/02/2026, 14:38:46"
6KUTKGKn,FOR,CNF,19:45,18:30+1,AZUL,AZUL,PT22H45M,1365,1,0,0,3.425,"07/02/2026, 14:38:46"
DMSdHsEe,FOR,CNF,20:30,19:55+1,AZUL,AZUL,PT23H25M,1405,1,0,0,3.425,"07/02/2026, 14:38:46"
BSvVBQer,FOR,CNF,14:35,22:20,LATAM,LATAM | GOL,PT7H45M,465,2,0,0,3.443,"07/02/2026, 14:38:46"
7Vdg2UcF,FOR,CNF,15:45,18:30+1,AZUL,AZUL,PT26H45M,1605,1,0,0,3.456,"07/02/2026, 14:38:46"
LorqvKL3,FOR,CNF,20:30,19:35+1,AZUL,AZUL,PT23H5M,1385,2,0,0,3.456,"07/02/2026, 14:38:46"
Ww7HF7Kq,FOR,CNF,15:45,22:00,AZUL,AZUL,PT6H15M,375,1,0,0,3.495,"07/02/2026, 14:38:46"
jL6PQzDF,FOR,CNF,22:25,07:10+1,GOL,GOL | AZUL,PT8H45M,525,1,0,0,3.510,"07/02/2026, 14:38:46"
HhVX95Ut,FOR,CNF,15:45,20:50,AZUL,AZUL,PT5H5M,305,1,0,0,3.529,"07/02/2026, 14:38:46"
6mTWoZeN,FOR,CNF,14:35,07:20+1,LATAM,LATAM,PT16H45M,1005,2,0,0,3.576,"07/02/2026, 14:38:46"
WtwXULkG,FOR,CNF,14:35,08:45+1,LATAM,LATAM,PT18H10M,1090,2,0,0,3.576,"07/02/2026, 14:38:46"
WzaYJaQU,FOR,CNF,14:30,22:20,LATAM,LATAM | GOL,PT7H50M,470,1,0,0,3.669,"07/02/2026, 14:38:46"
8XmCPaWi,FOR,CNF,03:15,08:30+1,AZUL,AZUL,PT29H15M,1755,2,0,0,3.820,"07/02/2026, 14:38:46"
nXJsQKVm,FOR,CNF,03:15,08:30+1,AZUL,AZUL,PT29H15M,1755,2,0,0,3.869,"07/02/2026, 14:38:46"
Rqv2b2PZ,FOR,CNF,03:15,08:30+1,AZUL,AZUL,PT29H15M,1755,2,0,0,3.869,"07/02/2026, 14:38:46"
Ym6kiau3,FOR,CNF,14:30,22:35,LATAM,LATAM | AZUL,PT8H5M,485,1,0,0,3.869,"07/02/2026, 14:38:46"
gQ8CftJn,FOR,CNF,06:00,17:25,AZUL,AZUL | LATAM,PT11H25M,685,2,0,0,4.160,"07/02/2026, 14:38:47"
CpQKBAdG,FOR,CNF,06:00,19:10,AZUL,AZUL | LATAM,PT13H10M,790,2,0,0,4.160,"07/02/2026, 14:38:47"
3ykbaSef,FOR,CNF,06:00,19:10,AZUL,AZUL | LATAM,PT13H10M,790,2,0,0,4.180,"07/02/2026, 14:38:47"
Pmi4y4W7,FOR,CNF,14:10,22:00,LATAM,LATAM | AZUL,PT7H50M,470,1,0,0,4.662,"07/02/2026, 14:38:47"
BbDNmbnD,FOR,CNF,04:05,11:45,AZUL,AZUL,PT7H40M,460,1,0,0,4.691,"07/02/2026, 14:38:47"
FZQzpJYE,FOR,CNF,04:05,12:50,AZUL,AZUL,PT8H45M,525,1,0,0,4.691,"07/02/2026, 14:38:47"
oEhhYryJ,FOR,CNF,04:05,15:00,AZUL,AZUL,PT10H55M,655,1,0,0,4.691,"07/02/2026, 14:38:47"
kMBrD6it,FOR,CNF,04:05,16:10,AZUL,AZUL,PT12H5M,725,1,0,0,4.691,"07/02/2026, 14:38:47"
FTwJ8cB5,FOR,CNF,04:05,17:05,AZUL,AZUL,PT13H0M,780,1,0,0,4.691,"07/02/2026, 14:38:47"
Fxggszft,FOR,CNF,04:05,18:35,AZUL,AZUL,PT14H30M,870,1,0,0,4.691,"07/02/2026, 14:38:47"
eq8PXw48,FOR,CNF,14:10,20:50,LATAM,LATAM | AZUL,PT6H40M,400,1,0,0,4.832,"07/02/2026, 14:38:47"
DDD3G8BM,FOR,CNF,22:25,11:10+1,GOL,GOL | AZUL,PT12H45M,765,1,0,0,4.859,"07/02/2026, 14:38:47"
mfEGqoaS,FOR,CNF,10:10,19:10,AZUL,AZUL | LATAM,PT9H0M,540,2,0,0,5.168,"07/02/2026, 14:38:47"
